paper_no,Name,URL,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20
197,Time to Disease Recurrence is a Predictor of Cancer-Specific Mortality After Radical Nephroureterectomy,http://www.siucongress.org/eipdf/siu2012Abstract00519.pdf,Michael Rink,Daniel Sjoberg,Evi Comploj,Vitaly Margulis,Evanguelos Xylinas,Richard K. Lee,Jens Hansen,Eugene K. Cha,Jay D. Raman,Mesut Remzi,Karim Bensalah,Giacomo Novara,Surena F. Matin,Felix K. Chun,Eiji Kikuchi,Wassim Kassouf,Juan I. Martinez-Salamanca,Yair Lotan,Christian Seitz,Shahrokh F. Shariat
198,Loss of SPINK1 Expression in Urothelial Carcinoma of the Bladder Is Associated with Unfavorable Outcome After Radical Cystectomy,http://www.siucongress.org/eipdf/siu2012Abstract00520.pdf,Michael Rink,Juan M. Mosquera,Björn Volkmer,Evanguelos Xylinas,Kyung Park,Eugene K. Cha,Brian D. Robinson,Richard Hautmann,Douglas S. Scherr,Margit Fisch,Mark Rubin,Felix K. Chun,Rainer Küfer,Shahrokh F. Shariat,,,,,,
199,"Bartolomew Gizis (1866-1941): First Professor of Urology at Athens University
",http://www.siucongress.org/eipdf/siu2012Abstract00521.pdf,Apostolos Rempelakos,E Poulakou-Rebelakou,C Tsiamis,E Koutsiaris,,,,,,,,,,,,,,,,
200,The 80th Anniversary of the Greek Urologic Association,http://www.siucongress.org/eipdf/siu2012Abstract00522.pdf,Apostolos Rempelakos,C Tsiamis,M Chrisofos,C Alamanis,E Poulakou-Rebelakou,,,,,,,,,,,,,,,
201,Increasing Day-Case Procedures to Reduce Ward Congestion in a Developing Country: Experience of a Urology Unit,http://www.siucongress.org/eipdf/siu2012Abstract00523.pdf,Chukwudi Okorie,Louis Pisters,,,,,,,,,,,,,,,,,,
202,"Study Relation Between Level of Apoptotic Receptors (Fas, L-Fas) in Serum and Semen and Varicocele",http://www.siucongress.org/eipdf/siu2012Abstract00524.pdf,Mohammad ali Mohammadzadeh Rezaei,Jalil Tavakol Afshari,Behzad Feizzadeh,,,,,,,,,,,,,,,,,
205,Cystitis Glandularis Accompanied with Upper Urinary Tract Obstruction,http://www.siucongress.org/eipdf/siu2012Abstract00527.pdf,Aihua Li,Sikuan Liu,Honghai Lu,Feng Zhang,Xiaoqiang Qian,Hui Wang,Wei Fang,Binhui Zhang,,,,,,,,,,,,
209,Positive Surgical Margins in Radical Prostatectomy for Localized Prostate Cancer: Is the Risk Increased by Nerve-Sparing Surgery?,http://www.siucongress.org/eipdf/siu2012Abstract00531.pdf,M. Andreas Roder,Frederik B. Thomsen,Ib J. Christensen,Birgitte G. Toft,Kasper D. Berg,Lisa Gruschy,Ben Vainer,Klaus Brasso,Peter Iversen,,,,,,,,,,,
210,Biochemical Outcome after Radical Prostatectomy for High-Risk Localized Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00532.pdf,M. Andreas Roder,Kasper D. Berg,Ib J. Christensen,Lisa Gruschy,Klaus Brasso,Peter Iversen,,,,,,,,,,,,,,
214,An Evaluation of Patients' Perception of Web-Based Follow-up Clinic Appointments,http://www.siucongress.org/eipdf/siu2012Abstract00536.pdf,Okwudili Muoka,Richard Parkinson,,,,,,,,,,,,,,,,,,
215,Impact of a Health Education Intervention of Prostate Cancer Awareness Amongst Nigerian Men,http://www.siucongress.org/eipdf/siu2012Abstract00537.pdf,Okwudili Muoka,Eniola Olapade-Olaopa,Eme Owoaje,Vinod Gopaldasani,Modupe Ladipo,Obehi Enabor,,,,,,,,,,,,,,
218,Endoscopic Correction Method of Vesicoureteral Reflux by 'LitAr' Material in Children,http://www.siucongress.org/eipdf/siu2012Abstract00540.pdf,Vasilii Dubrovin,Stanislav Gzhivats,Sergey Litvinov,,,,,,,,,,,,,,,,,
220,Comparison of Preoperative and Real-Time Intraoperative Planning in 125I Permanent Prostate Brachytherapy: Long-Term Clinical Biochemical Outcome,http://www.siucongress.org/eipdf/siu2012Abstract00543.pdf,Haim Matzkin,Juza Chen,Larissa German,Nicola Mabjeesh,,,,,,,,,,,,,,,,
221,"Doctor, Will I Be Dry? Factors Determining Recurrence After Vesicovaginal Fistula Repair",http://www.siucongress.org/eipdf/siu2012Abstract00544.pdf,Aziz Abdullah,Atif Javed,Shershah Syed,Nuzhat Farooqui,,,,,,,,,,,,,,,,
225,"Does Topical Tranexamic Acid Reduce Post-TURP Hematuria: A Double Blind Randomized Control Trial
",http://www.siucongress.org/eipdf/siu2012Abstract00548.pdf,Aziz Abdullah,Atif Javed,,,,,,,,,,,,,,,,,,
227,Impact of Prior Urethral Manipulation on Outcome of Anastomotic Urethroplasty for Post-Traumatic Urethral Strictures,http://www.siucongress.org/eipdf/siu2012Abstract00550.pdf,Aziz Abdullah,Abdul Jabbar,Imran Memon,,,,,,,,,,,,,,,,,
229,"Randomized, Placebo-Controlled Trial Showing that Finasteride Reduces Blood Loss and Prostatic Vascularity Rapidly Within 2 Weeks",http://www.siucongress.org/eipdf/siu2012Abstract00552.pdf,Aziz Abdullah,Navin Faridi,Atif Javed,,,,,,,,,,,,,,,,,
230,Treatment of Monosymptomatic Nocturnal Enuresis in Adolescence: Sertraline for Nonresponders to Desmopressin,http://www.siucongress.org/eipdf/siu2012Abstract00553.pdf,Reza Mahdavi,Ali Seyedi,,,,,,,,,,,,,,,,,,
231,Does the Laparoscopic Nephrectomy Donor Leave the Hospital Earlier than the Open Nephrectomy Donor?,http://www.siucongress.org/eipdf/siu2012Abstract00554.pdf,Afshar Zomorrodi,Ali Reza Farshi,Sahar Zomorrodi,,,,,,,,,,,,,,,,,
232,Nephron Sparing Surgery and Nephrectomy of T1 Tumours in Sweden 2005-2009,http://www.siucongress.org/eipdf/siu2012Abstract00555.pdf,Sven Lundstam,Eirikur Gudmundsson,Soheila Hosseini,Stina Erikson,Börje Ljungberg,For The Swedish Kidney Cancer Quality Register Group,,,,,,,,,,,,,,
233,PET Scanning: What On Earth Is a Positron and How Was It Discovered?,http://www.siucongress.org/eipdf/siu2012Abstract00556.pdf,Simon Robinson,Hanif Motiwala,,,,,,,,,,,,,,,,,,
234,Retroperitoneoscopic Live Donor Nephrectomy: Our Current Procedure and Outcome,http://www.siucongress.org/eipdf/siu2012Abstract00557.pdf,Mikio Sugimoto,Toshihiro Uchida,Yushi Hayashida,Takuma Kato,Hiromi Hirama,Xx Wu,Nobufumi Ueda,Masashi Inui,Yoshiyuki Kakehi,,,,,,,,,,,
235,Transperineal Ultrasound-Guided Multiple Core Biopsy Using Template for Patients with One or More Previous Negative Biopsies: Comparison with Systematic 10-Core Biopsy,http://www.siucongress.org/eipdf/siu2012Abstract00558.pdf,Kato Takuma,Sugimoto Mikio,Inui Masashi,Ueda Nobufumi,Hirama Hiromi,Hayashida Yushi,Kakehi Yoshiyuki,,,,,,,,,,,,,
236,Tailor-Made Mesh for Pelvic Organ Prolapsed Patients,http://www.siucongress.org/eipdf/siu2012Abstract00559.pdf,Hideki Kobayashi,Yaburu Haneda,Satoru Kira,Tatsuya Miyamoto,Norihumi Sawada,Takayuki Tsuchida,Isao Araki,Masayuki Takeda,,,,,,,,,,,,
239,Impact of LUTS/BPH Treatment by Tamsulosin and Solifenacin Combination Therapy on Erectile Function,http://www.siucongress.org/eipdf/siu2012Abstract00562.pdf,Sungchul Kam,Jung Mo Do,See Min Choi,Jeong Seok Hwa,Jae Seog Hyun,,,,,,,,,,,,,,,
241,"A Study of Correlations Among International Prostate Symptom Score, Prostate Volume and Serum PSA in Korean Men with Lower Urinary Tract Symptoms",http://www.siucongress.org/eipdf/siu2012Abstract00564.pdf,Sungchul Kam,Jung Mo Do,See Min Choi,Jeong Seok Hwa,Jae Seog Hyun,,,,,,,,,,,,,,,
242,Novel Laparoscope Defogging and Cleaning Device Utilized During Robot-Assisted Laparoscopic Prostatectomy (RALP): 20 Case Experience,http://www.siucongress.org/eipdf/siu2012Abstract00565.pdf,Motoo Araki,Xiao Gu,Carson Wong,,,,,,,,,,,,,,,,,
243,Opioid-Free Analgesia Following Robot-Assisted Laparoscopic Prostatectomy (RALP): 10 Case Experience,http://www.siucongress.org/eipdf/siu2012Abstract00566.pdf,Motoo Araki,Xiao Gu,Susan Raphaely,Thomas Tinker,Jane Fitch,Carson Wong,,,,,,,,,,,,,,
244,"The Studer Orthotopic Neobladder: Long-Term (More Than 10 Years) Functional Outcomes, Urodynamic Features, Complications",http://www.siucongress.org/eipdf/siu2012Abstract00567.pdf,Jong Kil Nam,Sung Woo Park,Sang Don Lee,Moon Kee Chung,,,,,,,,,,,,,,,,
247,Intermediate Clinical Outcomes of Robot-Assisted Laparoscopic Prostatectomy (RALP),http://www.siucongress.org/eipdf/siu2012Abstract00570.pdf,Motoo Araki,Xiao Gu,Massimiliano Spaliviero,Carson Wong,,,,,,,,,,,,,,,,
248,Current Differences in Stage T1a and T1b Prostate Cancer: Single-Centre Experience,http://www.siucongress.org/eipdf/siu2012Abstract00571.pdf,Michail Kogan,Anna Iliyash,Michael Chibichyan,Kirill Shiranov,,,,,,,,,,,,,,,,
250,Prediction of Prostate Cancer in Patients with Benign Prostatic Hyperplasia,http://www.siucongress.org/eipdf/siu2012Abstract00573.pdf,Michail Kogan,Anna Iliyash,Michael Chibichyan,Kirill Shiranov,,,,,,,,,,,,,,,,
251,Evaluation of Prostate Cancer Diagnosing During Surgical Treatment of Benign Prostatic Hyperplasia: Single-Centre Experience,http://www.siucongress.org/eipdf/siu2012Abstract00574.pdf,Michail Kogan,Anna Iliyash,Michael Chibichyan,Kirill Shiranov,,,,,,,,,,,,,,,,
254,Angiotensin-Converting Enzyme and Kallikrein as a New Concept in the Study of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00577.pdf,Michail Kogan,Michael Chibichyan,Anna Ilyash,E.A. Chernogubova,,,,,,,,,,,,,,,,
255,Do Anaerobes Bacteria Play a Role in Staghorn Nephrolithiasis?,http://www.siucongress.org/eipdf/siu2012Abstract00578.pdf,Michail Kogan,Alan Hasigov,Igor Belousov,Yulia Naboka,Ludmila Bragina,Kirill Shiranov,,,,,,,,,,,,,,
259,Influence of Terrain on the Chemical Structure of the Staghorn Stones from Inhabitants of the Southern Region of Russia,http://www.siucongress.org/eipdf/siu2012Abstract00582.pdf,Michail Kogan,Alan Hasigov,Igor Belousov,Kirill Shiranov,,,,,,,,,,,,,,,,
260,The Role of the Receptors of the Kallikrein-Kinin System in the Prostate Proliferative Processes,http://www.siucongress.org/eipdf/siu2012Abstract00583.pdf,Michail Kogan,Michael Chibichyan,Anna Ilyash,Andrey Matsionis,P.E. Povilaitite,,,,,,,,,,,,,,,
261,"Bladder Tuberculosis: How to Prevent Complications 
",http://www.siucongress.org/eipdf/siu2012Abstract00584.pdf,Ekatherina Kulchavenya,Denis Kholtobin,Elena Brizhatyuk,,,,,,,,,,,,,,,,,
262,Dynamics in Clinical Features of Kidney Tuberculosis,http://www.siucongress.org/eipdf/siu2012Abstract00585.pdf,Ekatherina Kulchavenya,Denis Kholtobin,Elena Brizhatyuk,Alexander Osadchiy,Victor Khomyakov,,,,,,,,,,,,,,,
263,Urinalyses in Diagnostics of Urogenital Tuberculosis,http://www.siucongress.org/eipdf/siu2012Abstract00586.pdf,Ekatherina Kulchavenya,Denis Kholtobin,Elena Brizhatyuk,Alexander Osadchiy,Victor Khomyakov,,,,,,,,,,,,,,,
264,Why We Miss Urogenital Tuberculosis,http://www.siucongress.org/eipdf/siu2012Abstract00587.pdf,Ekatherina Kulchavenya,Elena Brizhatyuk,Denis Kholtobin,Alexander Osadchiy,Victor Khomyakov,,,,,,,,,,,,,,,
265,Immunoprophylaxis of Relapses of Urogenital Tract Infection,http://www.siucongress.org/eipdf/siu2012Abstract00588.pdf,Ekatherina Kulchavenya,Elena Brizhatyuk,Denis Kholtobin,Alexander Osadchiy,Victor Khomyakov,,,,,,,,,,,,,,,
266,Pathomorphology of Chronic Prostatitis,http://www.siucongress.org/eipdf/siu2012Abstract00589.pdf,Ekatherina Kulchavenya,Elena Brizhatyuk,Denis Kholtobin,Alexander Osadchiy,Victor Khomyakov,,,,,,,,,,,,,,,
267,Anti-Tuberculous Drugs as a Reason for Ejaculatory Disorders,http://www.siucongress.org/eipdf/siu2012Abstract00590.pdf,Ekatherina Kulchavenya,Elena Brizhatyuk,Denis Kholtobin,Alexander Osadchiy,Victor Khomyakov,,,,,,,,,,,,,,,
268,Men and Women: Ice and Fire?,http://www.siucongress.org/eipdf/siu2012Abstract00591.pdf,Ekatherina Kulchavenya,Elena Brizhatyuk,,,,,,,,,,,,,,,,,,
269,Assessment of Overactive Bladder Symptom Score in a Community-Based Population of Aging Men: Comparison with IPSS,http://www.siucongress.org/eipdf/siu2012Abstract00592.pdf,Sung Ryul Shim,Won Jin Lee,Hae Joon Kim,Min Young Bae,Sang Jin Yoon,Khae Hwan Kim,Jae Heon Kim,Jae Hyun Bae,Kang Soo Cho,,,,,,,,,,,
270,Treatment of Female Post Tuberculous Cystalgia,http://www.siucongress.org/eipdf/siu2012Abstract00593.pdf,Ekatherina Kulchavenya,Elena Brizhatyuk,Denis Kholtobin,,,,,,,,,,,,,,,,,
271,Survival of Bladder Cancer Patient Undergoing Radical Cystectomy Depending on Methods of Intestinal Sewing,http://www.siucongress.org/eipdf/siu2012Abstract00595.pdf,Michail Kogan,Oleg Vasilev,,,,,,,,,,,,,,,,,,
272,Erectile Function and Cancer-Specific Survival in Patients with Bladder Cancer Undergoing Radical Cystectomy: Single-Centre Experience,http://www.siucongress.org/eipdf/siu2012Abstract00596.pdf,Michail Kogan,Oleg Vasilev,,,,,,,,,,,,,,,,,,
273,"Therapeutic Effects of RGD-Fiber Modified E1A, E1B Double-Restricted Oncolytic Adenovirus for CAR-Deficient Bladder Cancer",http://www.siucongress.org/eipdf/siu2012Abstract00597.pdf,Hua Wang,Dechuan Li,Guiping Chen,Yang Zhao,Fangyin Li,Zongping Wang,Zhuo Liu,Makoto Satoh,Hirofumi Hamada,Yoichi Arai,,,,,,,,,,
274,Mesh Cutting After Midurethral Sling Surgery in Female Stress Urinary Incontinence: A 2-Year Follow Up,http://www.siucongress.org/eipdf/siu2012Abstract00598.pdf,Dong-Hwan Lee,Joon-Chul Kim,Hyun-Woo Kim,Hong-Jin Suh,Won-Hee Park,,,,,,,,,,,,,,,
278,Clustering of UPOINT Domains and Subdomains in Men with Chronic Prostatitis/Chronic Pelvic Pain Syndrome and Contribution to Symptom Severity,http://www.siucongress.org/eipdf/siu2012Abstract00602.pdf,Daniel Shoskes,Jianbo Li,Mary Samplaski,,,,,,,,,,,,,,,,,
279,Change of Renal Tissue Volume in Patients with Renal Cell Cancer Undergoing Radical Nephrectomy and Predicting Renal Dysfunction,http://www.siucongress.org/eipdf/siu2012Abstract00603.pdf,Michail Kogan,Andrei Gusev,Stanislav Evseev,,,,,,,,,,,,,,,,,
280,Diagnostics and Frequency of Osteoporosis in Locally Advanced Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00604.pdf,Michail Kogan,Michael Chibichyan,Evgenii Bakurov,Anna Ilyash,,,,,,,,,,,,,,,,
281,Importance of Metastatic Lesions Density for CT Assessment of Efficiency of Target Therapy Renal Cell Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00605.pdf,Michail Kogan,Andrei Gusev,Igor Blinov,Stanislav Evseev,,,,,,,,,,,,,,,,
282,"Ureteropyeloscopic Treatment of Large, Complex Intrarenal and Proximal Ureteral Calculi
",http://www.siucongress.org/eipdf/siu2012Abstract00606.pdf,Jacob Cohen,Seth Cohen,Michael Grasso,,,,,,,,,,,,,,,,,
283,Comparative Analysis of Microbiological Spectrum from Urine Culture of Patients with Acute Pyelonephritis Using Standard and Extended Microbiological Examinations,http://www.siucongress.org/eipdf/siu2012Abstract00607.pdf,Michail Kogan,Yulia Naboka,Irina Gudima,Khalid Ibishev,Zaurbek Gazayev,Kirill Shiranov,,,,,,,,,,,,,,
284,Comparative Analysis of Microbiological Spectrum of Prostatic Secretion Determined by the Routine and Extended Microbiological Analysis in Chronic Bacterial Prostatitis,http://www.siucongress.org/eipdf/siu2012Abstract00608.pdf,Michail Kogan,Yulia Naboka,Khalid Ibishev,Ahmed Ferzauli,Irina Gudima,Kirill Shiranov,,,,,,,,,,,,,,
285,"Effect of BPH Treatment with Alfuzosin on the Quality of Micturition, Erectile Function and Ejaculation in Relation to Late-Onset Age-Related Hypogonadism",http://www.siucongress.org/eipdf/siu2012Abstract00609.pdf,Michail Kogan,Alexander Kireev,,,,,,,,,,,,,,,,,,
286,Management of Cystinuric Patients in a Dedicated Stone Clinic Decreases Stone Events,http://www.siucongress.org/eipdf/siu2012Abstract00610.pdf,Jacob Cohen,Leanord Glickman,David Goldfarb,Michael Grasso,,,,,,,,,,,,,,,,
287,Evaluation of a Novel Strategy to Extend Warm Ischemia Time in Complex Partial Nephrectomies,http://www.siucongress.org/eipdf/siu2012Abstract00611.pdf,Jacob Cohen,Thambi Dorai,Andrew Fishman,Michael Grasso,,,,,,,,,,,,,,,,
289,Case of the Male Epidermoid Carcinoma and the Female Adenocarcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00613.pdf,Mekeme Mekeme Junior Barthelemy,Pierre Joseph Fouda,Bernadette Ngo Nonga,Achille Mbassi,Mamadou Sow,Maurice Aurelien Sosso,,,,,,,,,,,,,,
291,The Symptoms of Lower Urinary Tract Rights to Yaounde Central Hospital Cameroon: About 329 Cases,http://www.siucongress.org/eipdf/siu2012Abstract00615.pdf,Pierre Joseph Fouda,Mekeme Mekeme Junior Barthelemy,Samuel Nko'o Amvene,Mamadou Sow,Fru Angwafo III,,,,,,,,,,,,,,,
292,Analysis of Incidence and Risk Factor of Seed Migration After Transperineal Interstitial Prostate Brachytherapy with I-125 Free Seeds,http://www.siucongress.org/eipdf/siu2012Abstract00616.pdf,Katsuhito Miyazawa,Dan Nakai,Nobuyo Morita,Ippei Chikazawa,Koudai Suga,Manabu Moriyama,Tatsuro Tanaka,Koji Suzuki,Munetaka Matoba,Hiroshi Minato,,,,,,,,,,
293,Is Early Surgical Intervention Good to the Patients with Benign Prostate Hyperplasia with History of Acute Urinary Retention? A Population-Based Study,http://www.siucongress.org/eipdf/siu2012Abstract00617.pdf,Jeng-Sheng Chen,Chia-Hsien Chang,Wen-Horng Yang,Yea-Huei Kao,,,,,,,,,,,,,,,,
294,Knotless Uninterrupted Running Suture Using V-Lock180TM Stitch in Laparoscopic Partial Nephrectomy,http://www.siucongress.org/eipdf/siu2012Abstract00618.pdf,Koji Mita,Kohei Kobatake,Masao Kato,,,,,,,,,,,,,,,,,
299,Nerve- and Seminal Vesicle-Sparing Radical Cystectomy: A New Technique,http://www.siucongress.org/eipdf/siu2012Abstract00623.pdf,Richard E. Hautmann,Robert CG de Petriconi,Sebastian KH Schäfers,Wolfram Ebert,Stefan H Hautmann,,,,,,,,,,,,,,,
300,"Stenting versus Non-Stenting with Combined Use of Mathieu and Incised Plate Technique for Repair of Distal Hypospadias
",http://www.siucongress.org/eipdf/siu2012Abstract00624.pdf,Ahmed Shelbaia,Ahmed El Nashar,Hosny Khiry,,,,,,,,,,,,,,,,,
302,Selective Anti-Proliferative Effect of Alpha 1 Adrenoceptor Antagonists on Prostate Cancer Cells,http://www.siucongress.org/eipdf/siu2012Abstract00626.pdf,Daisuke Yamada,Hiroaki Nishimatsu,Shintaro Kumano,Haruki Kume,Yutaka Enomoto,Hiroshi Fukuhara,Tetsuya Fujimura,Motofumi Suzuki,Yosikazu Hirano,Yukio Homma,,,,,,,,,,
303,Low Pre-Operative Levels of Serum Albumin Predict Lymph Node Metastases and Ultimately Correlate with a Biochemical Recurrence of Prostate Cancer in Radical Prostatectomy Patients,http://www.siucongress.org/eipdf/siu2012Abstract00627.pdf,Takehiro Sejima,Hideto Iwamoto,Seiya Inoue,Shuichi Morizane,Nobuyuki Hinata,Akihisa Yao,Masashi Honda,Tadahiro Isoyama,Hiroyuki Kadowaki,Atsushi Takenaka,,,,,,,,,,
304,"Annual PSA Screening Provides Economical and Social Benefits for the Management of Prostate Cancer in Saga Prefecture, Japan",http://www.siucongress.org/eipdf/siu2012Abstract00628.pdf,Yuji Tokuda,Kazuma Udo,Mitsuru Noguchi,Yuji Satoh,Hiroaki Kakinoki,Keiji Nakajima,Saya Ikoma,Yuka Ichibagase,Jiro Uozumi,,,,,,,,,,,
305,No-Scalpel Midline Scrotal Mini-Incision Two Layer Vasovasostomy: An Approach with Minimal Morbidity and High Efficacy,http://www.siucongress.org/eipdf/siu2012Abstract00629.pdf,Ali Roushani,Iradj Khosropanah,Keivan Gholamjani Moghaddam,Amir Kiani,Amir Ali Hemati Khatami,Saeid Taleghani,Ali Allahkhah,,,,,,,,,,,,,
306,A Rare Case of Adenocarcinoma of the Membranous Urethra,http://www.siucongress.org/eipdf/siu2012Abstract00630.pdf,Simon Robinson,Mohammed Omar,Hanif Motiwala,Rezan Gardy,,,,,,,,,,,,,,,,
307,Multiparametric MRI and Prostate Cancer Staging,http://www.siucongress.org/eipdf/siu2012Abstract00631.pdf,Simon Robinson,Hanif Motiwala,Omer Karim,Marc Laniado,,,,,,,,,,,,,,,,
308,"Laparoscopic Vesicovaginal Fistula Repair: Report of Five Cases, Literature Review and Pooling Analysis",http://www.siucongress.org/eipdf/siu2012Abstract00634.pdf,Nasser Simforoosh,Alireza Lashay,Mohammad Hossein Soltani,Ardalan Ojand,Mohammad Masoud Nikkar,Ali Ahanian,Seyed Hossein Hosseini Sharifi,,,,,,,,,,,,,
309,Lack of Predictive Correlation Between Peripheral Arterial Tone and Color Flow Doppler Parameters in Men with Erectile Dysfunction,http://www.siucongress.org/eipdf/siu2012Abstract00635.pdf,Daniel Shoskes,Catherine Seager,Jianbo Li,,,,,,,,,,,,,,,,,
310,LESS Radical Nephrectomy for Renal Cell Cancer in High-Risk Patients: Results of an Initial Prospective Single-Surgeon Study and Analysis of Perioperative and Short-Term Outcomes,http://www.siucongress.org/eipdf/siu2012Abstract00636.pdf,Christopher Springer,Raschid Hoda,Paolo Fornara,Francesco Greco,,,,,,,,,,,,,,,,
311,One Night Hospitalization Following Open Radical Retropubic Prostatectomy: A Safe and Cost Effective Approach,http://www.siucongress.org/eipdf/siu2012Abstract00637.pdf,Nasser Simforoosh,Mehdi Kardoust,Ali Tabibi,Mohammad Hossein Soltani,,,,,,,,,,,,,,,,
314,Laparoscopic vs. Open Partial Nephrectomy for T1 Renal Tumors: Evaluation of the Long-Term Oncologic and Functional Outcomes in 340 Patients,http://www.siucongress.org/eipdf/siu2012Abstract00640.pdf,Christopher Springer,Raschid Hoda,Paolo Fornara,Francesco Greco,,,,,,,,,,,,,,,,
315,Laparoendoscopic Single-Site Partial Nephrectomy with Early Unclamped Technique: Evaluation of the Surgical Outcomes and of the Effects on Renal Function,http://www.siucongress.org/eipdf/siu2012Abstract00641.pdf,Christopher Springer,Raschid Hoda,Felix Kawan,Paolo Fornara,Francesco Greco,,,,,,,,,,,,,,,
321,The Evaluation of New Pathological Prognostic Factors in Urothelial Carcinoma: Is the Prognosis of Pathological T3 Different Between Renal Pelvis and Ureteral Tumor?,http://www.siucongress.org/eipdf/siu2012Abstract00647.pdf,Naoto Sassa,Ryohei Hattori,Toyonori Tsuzuki,Yasushi Yoshino,Masashi Katoh,Yoshihisa Matsukawa,Takashi Fujita,Yasuhito Funahasi,Tsuyoshi Majima,Momkazu Gotoh,,,,,,,,,,
